sample_size,population_full,methodology,candidate_name,candidate_party,pct
882,lv,Online,Donald Trump,REP,46.0
882,lv,Online,Bernard Sanders,DEM,45.0
882,lv,Online,Donald Trump,REP,47.0
882,lv,Online,Elizabeth Warren,DEM,42.0
882,lv,Online,Donald Trump,REP,47.0
882,lv,Online,Amy Klobuchar,DEM,40.0
882,lv,Online,Donald Trump,REP,47.0
882,lv,Online,Pete Buttigieg,DEM,41.0
882,lv,Online,Donald Trump,REP,46.0
882,lv,Online,Michael Bloomberg,DEM,45.0
882,lv,Online,Donald Trump,REP,43.0
4069,rv,Online,Joseph R. Biden Jr.,DEM,50.0
4069,rv,Online,Donald Trump,REP,43.0
4069,rv,Online,Pete Buttigieg,DEM,47.0
4069,rv,Online,Donald Trump,REP,44.0
4069,rv,Online,Elizabeth Warren,DEM,48.0
4069,rv,Online,Donald Trump,REP,45.0
4069,rv,Online,Bernard Sanders,DEM,52.0
4069,rv,Online,Donald Trump,REP,43.0
4069,rv,Online,Michael Bloomberg,DEM,49.0
4069,rv,Online,Donald Trump,REP,42.0
4069,rv,Online,Amy Klobuchar,DEM,43.0
4069,rv,Online,Donald Trump,REP,45.0
4069,rv,Online,Andrew Yang,DEM,46.0
4069,rv,Online,Donald Trump,REP,44.0
4069,rv,Online,Tom Steyer,DEM,44.0
4069,rv,Online,Donald Trump,REP,44.0
4069,rv,Online,Tulsi Gabbard,DEM,39.0
4069,rv,Online,Donald Trump,REP,44.0
1967,rv,Online,Joseph R. Biden Jr.,DEM,59.0
1967,rv,Online,Donald Trump,REP,35.0
1967,rv,Online,Pete Buttigieg,DEM,53.0
1967,rv,Online,Donald Trump,REP,37.0
1967,rv,Online,Elizabeth Warren,DEM,55.0
1967,rv,Online,Donald Trump,REP,39.0
1967,rv,Online,Bernard Sanders,DEM,59.0
1967,rv,Online,Donald Trump,REP,36.0
1967,rv,Online,Michael Bloomberg,DEM,56.0
1967,rv,Online,Donald Trump,REP,36.0
1967,rv,Online,Amy Klobuchar,DEM,50.0
1967,rv,Online,Donald Trump,REP,38.0
1967,rv,Online,Andrew Yang,DEM,53.0
1967,rv,Online,Donald Trump,REP,37.0
1967,rv,Online,Tom Steyer,DEM,53.0
1967,rv,Online,Donald Trump,REP,37.0
1967,rv,Online,Tulsi Gabbard,DEM,43.0
1967,rv,Online,Donald Trump,REP,38.0
500,lv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
500,lv,Live Phone,Donald Trump,REP,46.0
500,lv,Live Phone,Bernard Sanders,DEM,47.0
500,lv,Live Phone,Donald Trump,REP,47.0
1108,rv,Online,Joseph R. Biden Jr.,DEM,45.0
1108,rv,Online,Donald Trump,REP,44.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
600,lv,Live Phone,Donald Trump,REP,44.0
600,lv,Live Phone,Bernard Sanders,DEM,50.0
600,lv,Live Phone,Donald Trump,REP,45.0
600,lv,Live Phone,Elizabeth Warren,DEM,48.0
600,lv,Live Phone,Donald Trump,REP,45.0
600,lv,Live Phone,Pete Buttigieg,DEM,47.0
600,lv,Live Phone,Donald Trump,REP,43.0
600,lv,Live Phone,Michael Bloomberg,DEM,49.0
600,lv,Live Phone,Donald Trump,REP,42.0
1285,rv,IVR/Online,Joseph R. Biden Jr.,DEM,51.4
1285,rv,IVR/Online,Donald Trump,REP,48.6
1285,rv,IVR/Online,Bernard Sanders,DEM,52.9
1285,rv,IVR/Online,Donald Trump,REP,47.1
1285,rv,IVR/Online,Pete Buttigieg,DEM,50.0
1285,rv,IVR/Online,Donald Trump,REP,50.0
1285,rv,IVR/Online,Elizabeth Warren,DEM,50.8
1285,rv,IVR/Online,Donald Trump,REP,49.2
800,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
800,rv,Live Phone,Donald Trump,REP,45.0
800,rv,Live Phone,Bernard Sanders,DEM,47.0
800,rv,Live Phone,Donald Trump,REP,46.0
800,rv,Live Phone,Elizabeth Warren,DEM,45.0
800,rv,Live Phone,Donald Trump,REP,48.0
800,rv,Live Phone,Pete Buttigieg,DEM,44.0
800,rv,Live Phone,Donald Trump,REP,46.0
701,lv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
701,lv,Live Phone,Donald Trump,REP,47.0
701,lv,Live Phone,Bernard Sanders,DEM,47.0
701,lv,Live Phone,Donald Trump,REP,47.0
701,lv,Live Phone,Elizabeth Warren,DEM,45.0
701,lv,Live Phone,Donald Trump,REP,49.0
701,lv,Live Phone,Pete Buttigieg,DEM,45.0
701,lv,Live Phone,Donald Trump,REP,47.0
8299,rv,Online,Joseph R. Biden Jr.,DEM,46.0
8299,rv,Online,Donald Trump,REP,41.0
8299,rv,Online,Bernard Sanders,DEM,46.0
8299,rv,Online,Donald Trump,REP,42.0
8299,rv,Online,Elizabeth Warren,DEM,43.0
8299,rv,Online,Donald Trump,REP,41.0
8299,rv,Online,Michael Bloomberg,DEM,43.0
8299,rv,Online,Donald Trump,REP,42.0
8299,rv,Online,Pete Buttigieg,DEM,42.0
8299,rv,Online,Donald Trump,REP,42.0
608,lv,Live Phone,Joseph R. Biden Jr.,DEM,45.0
608,lv,Live Phone,Donald Trump,REP,49.0
608,lv,Live Phone,Elizabeth Warren,DEM,43.0
608,lv,Live Phone,Donald Trump,REP,50.0
608,lv,Live Phone,Michael Bloomberg,DEM,44.0
608,lv,Live Phone,Donald Trump,REP,49.0
608,lv,Live Phone,Pete Buttigieg,DEM,43.0
608,lv,Live Phone,Donald Trump,REP,50.0
846,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
846,rv,Live Phone,Donald Trump,REP,46.0
846,rv,Live Phone,Bernard Sanders,DEM,48.0
846,rv,Live Phone,Donald Trump,REP,47.0
846,rv,Live Phone,Elizabeth Warren,DEM,46.0
846,rv,Live Phone,Donald Trump,REP,47.0
846,rv,Live Phone,Pete Buttigieg,DEM,47.0
846,rv,Live Phone,Donald Trump,REP,46.0
846,rv,Live Phone,Michael Bloomberg,DEM,47.0
846,rv,Live Phone,Donald Trump,REP,45.0
500,lv,Live Phone,Joseph R. Biden Jr.,DEM,31.0
500,lv,Live Phone,Donald Trump,REP,66.0
500,lv,Live Phone,Bernard Sanders,DEM,29.0
500,lv,Live Phone,Donald Trump,REP,66.0
500,lv,,Joseph R. Biden Jr.,DEM,38.0
500,lv,,Donald Trump,REP,59.0
500,lv,,Bernard Sanders,DEM,37.0
500,lv,,Donald Trump,REP,59.0
1505,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
1505,rv,Live Phone,Donald Trump,REP,39.0
1505,rv,Live Phone,Bernard Sanders,DEM,46.0
1505,rv,Live Phone,Donald Trump,REP,41.0
1505,rv,Live Phone,Elizabeth Warren,DEM,43.0
1505,rv,Live Phone,Donald Trump,REP,42.0
1505,rv,Live Phone,Pete Buttigieg,DEM,41.0
1505,rv,Live Phone,Donald Trump,REP,40.0
1504,rv,Live Phone,Joseph R. Biden Jr.,DEM,46.0
1504,rv,Live Phone,Donald Trump,REP,41.0
1504,rv,Live Phone,Bernard Sanders,DEM,46.0
1504,rv,Live Phone,Donald Trump,REP,42.0
1504,rv,Live Phone,Elizabeth Warren,DEM,44.0
1504,rv,Live Phone,Donald Trump,REP,42.0
1504,rv,Live Phone,Pete Buttigieg,DEM,42.0
1504,rv,Live Phone,Donald Trump,REP,41.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.1
600,lv,Live Phone,Donald Trump,REP,43.2
600,lv,Live Phone,Bernard Sanders,DEM,49.0
600,lv,Live Phone,Donald Trump,REP,44.8
600,lv,Live Phone,Elizabeth Warren,DEM,45.7
600,lv,Live Phone,Donald Trump,REP,44.0
600,lv,Live Phone,Pete Buttigieg,DEM,45.0
600,lv,Live Phone,Donald Trump,REP,43.2
600,lv,Live Phone,Michael Bloomberg,DEM,47.2
600,lv,Live Phone,Donald Trump,REP,41.2
967,rv,IVR/Online,Joseph R. Biden Jr.,DEM,54.3
967,rv,IVR/Online,Donald Trump,REP,45.7
967,rv,IVR/Online,Bernard Sanders,DEM,58.8
967,rv,IVR/Online,Donald Trump,REP,41.2
967,rv,IVR/Online,Elizabeth Warren,DEM,54.3
967,rv,IVR/Online,Donald Trump,REP,45.7
967,rv,IVR/Online,Pete Buttigieg,DEM,55.2
967,rv,IVR/Online,Donald Trump,REP,44.8
8436,rv,Online,Joseph R. Biden Jr.,DEM,46.0
8436,rv,Online,Donald Trump,REP,40.0
8436,rv,Online,Bernard Sanders,DEM,44.0
8436,rv,Online,Donald Trump,REP,42.0
8436,rv,Online,Michael Bloomberg,DEM,43.0
8436,rv,Online,Donald Trump,REP,41.0
8436,rv,Online,Pete Buttigieg,DEM,42.0
8436,rv,Online,Donald Trump,REP,41.0
8436,rv,Online,Elizabeth Warren,DEM,42.0
8436,rv,Online,Donald Trump,REP,43.0
760,v,IVR/Text,Joseph R. Biden Jr.,DEM,46.0
760,v,IVR/Text,Donald Trump,REP,46.0
760,v,IVR/Text,Pete Buttigieg,DEM,44.0
760,v,IVR/Text,Donald Trump,REP,47.0
760,v,IVR/Text,Bernard Sanders,DEM,46.0
760,v,IVR/Text,Donald Trump,REP,47.0
760,v,IVR/Text,Elizabeth Warren,DEM,45.0
760,v,IVR/Text,Donald Trump,REP,47.0
1000,a,Live Phone/Online,Bernard Sanders,DEM,52.3
1000,a,Live Phone/Online,Donald Trump,REP,35.2
1000,a,Live Phone/Online,Joseph R. Biden Jr.,DEM,51.7
1000,a,Live Phone/Online,Donald Trump,REP,32.3
1000,a,Live Phone/Online,Elizabeth Warren,DEM,48.8
1000,a,Live Phone/Online,Donald Trump,REP,35.7
1000,a,Live Phone/Online,Pete Buttigieg,DEM,46.9
1000,a,Live Phone/Online,Donald Trump,REP,33.4
964,v,IVR/Text,Joseph R. Biden Jr.,DEM,46.0
964,v,IVR/Text,Donald Trump,REP,49.0
964,v,IVR/Text,Pete Buttigieg,DEM,47.0
964,v,IVR/Text,Donald Trump,REP,48.0
964,v,IVR/Text,Bernard Sanders,DEM,44.0
964,v,IVR/Text,Donald Trump,REP,49.0
964,v,IVR/Text,Elizabeth Warren,DEM,44.0
964,v,IVR/Text,Donald Trump,REP,49.0
1123,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1123,rv,Online,Donald Trump,REP,41.0
1000,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1000,rv,Online,Donald Trump,REP,38.0
625,rv,Live Phone,Joseph R. Biden Jr.,DEM,44.0
625,rv,Live Phone,Donald Trump,REP,51.0
625,rv,Live Phone,Elizabeth Warren,DEM,40.0
625,rv,Live Phone,Donald Trump,REP,54.0
625,rv,Live Phone,Bernard Sanders,DEM,42.0
625,rv,Live Phone,Donald Trump,REP,52.0
625,rv,Live Phone,Pete Buttigieg,DEM,43.0
625,rv,Live Phone,Donald Trump,REP,52.0
1117,a,Online,Joseph R. Biden Jr.,DEM,39.0
1117,a,Online,Donald Trump,REP,35.0
1117,a,Online,Bernard Sanders,DEM,40.0
1117,a,Online,Donald Trump,REP,36.0
1117,a,Online,Elizabeth Warren,DEM,38.0
1117,a,Online,Donald Trump,REP,36.0
1117,a,Online,Pete Buttigieg,DEM,35.0
1117,a,Online,Donald Trump,REP,36.0
1117,a,Online,Michael Bloomberg,DEM,36.0
1117,a,Online,Donald Trump,REP,35.0
1108,a,Online,Joseph R. Biden Jr.,DEM,37.0
1108,a,Online,Donald Trump,REP,36.0
1108,a,Online,Bernard Sanders,DEM,39.0
1108,a,Online,Donald Trump,REP,37.0
1108,a,Online,Elizabeth Warren,DEM,36.0
1108,a,Online,Donald Trump,REP,38.0
1000,lv,IVR/Online,Michelle Obama,DEM,48.0
1000,lv,IVR/Online,Donald Trump,REP,45.0
1222,rv,IVR/Online,Joseph R. Biden Jr.,DEM,51.6
1222,rv,IVR/Online,Donald Trump,REP,48.4
1222,rv,IVR/Online,Bernard Sanders,DEM,52.1
1222,rv,IVR/Online,Donald Trump,REP,47.9
1222,rv,IVR/Online,Elizabeth Warren,DEM,50.9
1222,rv,IVR/Online,Donald Trump,REP,49.1
1222,rv,IVR/Online,Pete Buttigieg,DEM,49.8
1222,rv,IVR/Online,Donald Trump,REP,50.2
1164,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1164,rv,Online,Donald Trump,REP,42.0
625,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
625,rv,Live Phone,Donald Trump,REP,45.0
625,rv,Live Phone,Elizabeth Warren,DEM,44.0
625,rv,Live Phone,Donald Trump,REP,48.0
625,rv,Live Phone,Bernard Sanders,DEM,45.0
625,rv,Live Phone,Donald Trump,REP,51.0
625,rv,Live Phone,Pete Buttigieg,DEM,45.0
625,rv,Live Phone,Donald Trump,REP,47.0
625,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
625,rv,Live Phone,Donald Trump,REP,45.0
625,rv,Live Phone,Elizabeth Warren,DEM,42.0
625,rv,Live Phone,Donald Trump,REP,51.0
625,rv,Live Phone,Bernard Sanders,DEM,44.0
625,rv,Live Phone,Donald Trump,REP,49.0
625,rv,Live Phone,Pete Buttigieg,DEM,45.0
625,rv,Live Phone,Donald Trump,REP,49.0
888,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
888,rv,Live Phone,Donald Trump,REP,44.0
888,rv,Live Phone,Pete Buttigieg,DEM,45.0
888,rv,Live Phone,Donald Trump,REP,46.0
888,rv,Live Phone,Bernard Sanders,DEM,49.0
888,rv,Live Phone,Donald Trump,REP,45.0
888,rv,Live Phone,Elizabeth Warren,DEM,47.0
888,rv,Live Phone,Donald Trump,REP,46.0
1000,rv,Live Phone,Joseph R. Biden Jr.,DEM,40.6
1000,rv,Live Phone,Donald Trump,REP,44.0
1000,rv,Live Phone,Bernard Sanders,DEM,38.6
1000,rv,Live Phone,Donald Trump,REP,44.2
1000,rv,Live Phone,Elizabeth Warren,DEM,37.3
1000,rv,Live Phone,Donald Trump,REP,44.9
1000,rv,Live Phone,Pete Buttigieg,DEM,32.7
1000,rv,Live Phone,Donald Trump,REP,43.0
1000,rv,Live Phone,Michael Bloomberg,DEM,34.0
1000,rv,Live Phone,Donald Trump,REP,42.7
849,rv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
849,rv,Live Phone,Donald Trump,REP,45.0
849,rv,Live Phone,Bernard Sanders,DEM,47.0
849,rv,Live Phone,Donald Trump,REP,48.0
849,rv,Live Phone,Elizabeth Warren,DEM,44.0
849,rv,Live Phone,Donald Trump,REP,49.0
849,rv,Live Phone,Pete Buttigieg,DEM,44.0
849,rv,Live Phone,Donald Trump,REP,46.0
849,rv,Live Phone,Michael Bloomberg,DEM,46.0
849,rv,Live Phone,Donald Trump,REP,47.0
849,rv,Live Phone,Hillary Rodham Clinton,DEM,43.0
849,rv,Live Phone,Donald Trump,REP,49.0
818,a,Live Phone,Joseph R. Biden Jr.,DEM,48.0
818,a,Live Phone,Donald Trump,REP,44.0
818,a,Live Phone,Elizabeth Warren,DEM,44.0
818,a,Live Phone,Donald Trump,REP,47.0
818,a,Live Phone,Bernard Sanders,DEM,46.0
818,a,Live Phone,Donald Trump,REP,46.0
770,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
770,rv,Live Phone,Donald Trump,REP,46.0
770,rv,Live Phone,Elizabeth Warren,DEM,44.0
770,rv,Live Phone,Donald Trump,REP,48.0
770,rv,Live Phone,Bernard Sanders,DEM,45.0
770,rv,Live Phone,Donald Trump,REP,47.0
728,lv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
728,lv,Live Phone,Donald Trump,REP,46.0
728,lv,Live Phone,Elizabeth Warren,DEM,47.0
728,lv,Live Phone,Donald Trump,REP,47.0
728,lv,Live Phone,Bernard Sanders,DEM,45.0
728,lv,Live Phone,Donald Trump,REP,48.0
1000,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
1000,rv,Live Phone,Donald Trump,REP,41.0
1000,rv,Live Phone,Elizabeth Warren,DEM,46.0
1000,rv,Live Phone,Donald Trump,REP,45.0
1000,rv,Live Phone,Bernard Sanders,DEM,49.0
1000,rv,Live Phone,Donald Trump,REP,43.0
1000,rv,Live Phone,Pete Buttigieg,DEM,43.0
1000,rv,Live Phone,Donald Trump,REP,42.0
1000,rv,Live Phone,Michael Bloomberg,DEM,45.0
1000,rv,Live Phone,Donald Trump,REP,40.0
1043,rv,IVR/Online,Joseph R. Biden Jr.,DEM,45.0
1043,rv,IVR/Online,Donald Trump,REP,49.0
1043,rv,IVR/Online,Bernard Sanders,DEM,42.5
1043,rv,IVR/Online,Donald Trump,REP,49.7
1043,rv,IVR/Online,Elizabeth Warren,DEM,42.8
1043,rv,IVR/Online,Donald Trump,REP,50.1
1043,rv,IVR/Online,Pete Buttigieg,DEM,45.4
1043,rv,IVR/Online,Donald Trump,REP,46.1
1209,rv,Online,Joseph R. Biden Jr.,DEM,45.0
1209,rv,Online,Donald Trump,REP,42.0
1553,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
1553,rv,Live Phone,Donald Trump,REP,42.0
1553,rv,Live Phone,Bernard Sanders,DEM,51.0
1553,rv,Live Phone,Donald Trump,REP,43.0
1553,rv,Live Phone,Elizabeth Warren,DEM,50.0
1553,rv,Live Phone,Donald Trump,REP,43.0
1553,rv,Live Phone,Pete Buttigieg,DEM,48.0
1553,rv,Live Phone,Donald Trump,REP,43.0
1553,rv,Live Phone,Amy Klobuchar,DEM,47.0
1553,rv,Live Phone,Donald Trump,REP,43.0
1553,rv,Live Phone,Michael Bloomberg,DEM,48.0
1553,rv,Live Phone,Donald Trump,REP,42.0
1003,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
1003,rv,Live Phone,Donald Trump,REP,48.0
1003,rv,Live Phone,Pete Buttigieg,DEM,43.0
1003,rv,Live Phone,Donald Trump,REP,50.0
1003,rv,Live Phone,Bernard Sanders,DEM,43.0
1003,rv,Live Phone,Donald Trump,REP,50.0
1003,rv,Live Phone,Elizabeth Warren,DEM,44.0
1003,rv,Live Phone,Donald Trump,REP,51.0
865,lv,Online,Joseph R. Biden Jr.,DEM,45.0
865,lv,Online,Donald Trump,REP,46.0
865,lv,Online,Bernard Sanders,DEM,45.0
865,lv,Online,Donald Trump,REP,47.0
865,lv,Online,Elizabeth Warren,DEM,43.0
865,lv,Online,Donald Trump,REP,47.0
865,lv,Online,Pete Buttigieg,DEM,41.0
865,lv,Online,Donald Trump,REP,45.0
865,lv,Online,Michael Bloomberg,DEM,43.0
865,lv,Online,Donald Trump,REP,44.0
1011,rv,Live Phone,Joseph R. Biden Jr.,DEM,56.0
1011,rv,Live Phone,Donald Trump,REP,36.0
1011,rv,Live Phone,Pete Buttigieg,DEM,53.0
1011,rv,Live Phone,Donald Trump,REP,36.0
1011,rv,Live Phone,Bernard Sanders,DEM,54.0
1011,rv,Live Phone,Donald Trump,REP,38.0
1011,rv,Live Phone,Elizabeth Warren,DEM,53.0
1011,rv,Live Phone,Donald Trump,REP,37.0
800,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
800,rv,Live Phone,Donald Trump,REP,46.0
800,rv,Live Phone,Bernard Sanders,DEM,45.0
800,rv,Live Phone,Donald Trump,REP,47.0
800,rv,Live Phone,Elizabeth Warren,DEM,44.0
800,rv,Live Phone,Donald Trump,REP,45.0
800,rv,Live Phone,Pete Buttigieg,DEM,43.0
800,rv,Live Phone,Donald Trump,REP,44.0
800,rv,Live Phone,Cory A. Booker,DEM,43.0
800,rv,Live Phone,Donald Trump,REP,44.0
652,lv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
652,lv,Live Phone,Donald Trump,REP,47.0
652,lv,Live Phone,Bernard Sanders,DEM,46.0
652,lv,Live Phone,Donald Trump,REP,48.0
652,lv,Live Phone,Elizabeth Warren,DEM,46.0
652,lv,Live Phone,Donald Trump,REP,48.0
652,lv,Live Phone,Pete Buttigieg,DEM,44.0
652,lv,Live Phone,Donald Trump,REP,47.0
652,lv,Live Phone,Cory A. Booker,DEM,45.0
652,lv,Live Phone,Donald Trump,REP,47.0
610,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,39.08
610,lv,Live Phone/Text,Donald Trump,REP,48.24
610,lv,Live Phone/Text,Elizabeth Warren,DEM,37.22
610,lv,Live Phone/Text,Donald Trump,REP,49.92
610,lv,Live Phone/Text,Bernard Sanders,DEM,37.62
610,lv,Live Phone/Text,Donald Trump,REP,50.95
610,lv,Live Phone/Text,Pete Buttigieg,DEM,37.75
610,lv,Live Phone/Text,Donald Trump,REP,49.36
610,lv,Live Phone/Text,Michael Bloomberg,DEM,36.62
610,lv,Live Phone/Text,Donald Trump,REP,48.96
551,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,40.87
551,lv,Live Phone/Text,Donald Trump,REP,46.28
551,lv,Live Phone/Text,Elizabeth Warren,DEM,38.36
551,lv,Live Phone/Text,Donald Trump,REP,47.44
551,lv,Live Phone/Text,Bernard Sanders,DEM,41.84
551,lv,Live Phone/Text,Donald Trump,REP,47.56
551,lv,Live Phone/Text,Pete Buttigieg,DEM,37.3
551,lv,Live Phone/Text,Donald Trump,REP,47.94
551,lv,Live Phone/Text,Michael Bloomberg,DEM,37.1
551,lv,Live Phone/Text,Donald Trump,REP,47.83
598,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,41.24
598,lv,Live Phone/Text,Donald Trump,REP,45.48
598,lv,Live Phone/Text,Elizabeth Warren,DEM,39.87
598,lv,Live Phone/Text,Donald Trump,REP,47.14
598,lv,Live Phone/Text,Bernard Sanders,DEM,37.45
598,lv,Live Phone/Text,Donald Trump,REP,48.03
598,lv,Live Phone/Text,Pete Buttigieg,DEM,39.88
598,lv,Live Phone/Text,Donald Trump,REP,46.11
598,lv,Live Phone/Text,Michael Bloomberg,DEM,40.78
598,lv,Live Phone/Text,Donald Trump,REP,44.78
628,lv,IVR/Live Phone,Bernard Sanders,DEM,34.0
628,lv,IVR/Live Phone,Donald Trump,REP,47.0
628,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,44.0
628,lv,IVR/Live Phone,Donald Trump,REP,46.0
628,lv,IVR/Live Phone,Pete Buttigieg,DEM,43.0
628,lv,IVR/Live Phone,Donald Trump,REP,45.0
628,lv,IVR/Live Phone,Elizabeth Warren,DEM,41.0
628,lv,IVR/Live Phone,Donald Trump,REP,47.0
628,lv,IVR/Live Phone,Michael Bloomberg,DEM,40.0
628,lv,IVR/Live Phone,Donald Trump,REP,47.0
547,rv,IVR/Online,Joseph R. Biden Jr.,DEM,52.3
547,rv,IVR/Online,Donald Trump,REP,47.7
547,rv,IVR/Online,Bernard Sanders,DEM,51.6
547,rv,IVR/Online,Donald Trump,REP,48.4
547,rv,IVR/Online,Elizabeth Warren,DEM,48.8
547,rv,IVR/Online,Donald Trump,REP,51.2
547,rv,IVR/Online,Pete Buttigieg,DEM,53.0
547,rv,IVR/Online,Donald Trump,REP,47.0
547,rv,IVR/Online,Andrew Yang,DEM,49.2
547,rv,IVR/Online,Donald Trump,REP,50.8
637,rv,IVR/Online,Joseph R. Biden Jr.,DEM,45.9
637,rv,IVR/Online,Donald Trump,REP,41.6
637,rv,IVR/Online,Bernard Sanders,DEM,48.9
637,rv,IVR/Online,Donald Trump,REP,42.4
637,rv,IVR/Online,Elizabeth Warren,DEM,47.4
637,rv,IVR/Online,Donald Trump,REP,43.0
637,rv,IVR/Online,Pete Buttigieg,DEM,48.1
637,rv,IVR/Online,Donald Trump,REP,40.5
637,rv,IVR/Online,Andrew Yang,DEM,46.1
637,rv,IVR/Online,Donald Trump,REP,41.6
2039,rv,Online,Joseph R. Biden Jr.,DEM,59.0
2039,rv,Online,Donald Trump,REP,32.0
2039,rv,Online,Joseph R. Biden Jr.,DEM,59.0
2039,rv,Online,Mike Pence,REP,29.0
2039,rv,Online,Kamala D. Harris,DEM,56.0
2039,rv,Online,Donald Trump,REP,35.0
2039,rv,Online,Kamala D. Harris,DEM,54.0
2039,rv,Online,Mike Pence,REP,34.0
2039,rv,Online,Pete Buttigieg,DEM,52.0
2039,rv,Online,Donald Trump,REP,34.0
2039,rv,Online,Pete Buttigieg,DEM,48.0
2039,rv,Online,Mike Pence,REP,34.0
2039,rv,Online,Elizabeth Warren,DEM,56.0
2039,rv,Online,Donald Trump,REP,35.0
2039,rv,Online,Elizabeth Warren,DEM,53.0
2039,rv,Online,Mike Pence,REP,34.0
2039,rv,Online,Bernard Sanders,DEM,60.0
2039,rv,Online,Donald Trump,REP,34.0
2039,rv,Online,Bernard Sanders,DEM,59.0
2039,rv,Online,Mike Pence,REP,31.0
2039,rv,Online,Michael Bloomberg,DEM,50.0
2039,rv,Online,Donald Trump,REP,34.0
2039,rv,Online,Michael Bloomberg,DEM,48.0
2039,rv,Online,Mike Pence,REP,32.0
3850,rv,Online,Joseph R. Biden Jr.,DEM,52.0
3850,rv,Online,Donald Trump,REP,39.0
3850,rv,Online,Joseph R. Biden Jr.,DEM,53.0
3850,rv,Online,Mike Pence,REP,36.0
3850,rv,Online,Kamala D. Harris,DEM,47.0
3850,rv,Online,Donald Trump,REP,42.0
3850,rv,Online,Kamala D. Harris,DEM,46.0
3850,rv,Online,Mike Pence,REP,41.0
3850,rv,Online,Pete Buttigieg,DEM,48.0
3850,rv,Online,Donald Trump,REP,41.0
3850,rv,Online,Pete Buttigieg,DEM,45.0
3850,rv,Online,Mike Pence,REP,40.0
3850,rv,Online,Elizabeth Warren,DEM,49.0
3850,rv,Online,Donald Trump,REP,42.0
3850,rv,Online,Elizabeth Warren,DEM,48.0
3850,rv,Online,Mike Pence,REP,41.0
3850,rv,Online,Bernard Sanders,DEM,52.0
3850,rv,Online,Donald Trump,REP,40.0
3850,rv,Online,Bernard Sanders,DEM,52.0
3850,rv,Online,Mike Pence,REP,38.0
3850,rv,Online,Michael Bloomberg,DEM,46.0
3850,rv,Online,Donald Trump,REP,40.0
3850,rv,Online,Michael Bloomberg,DEM,44.0
3850,rv,Online,Mike Pence,REP,39.0
2055,rv,Online,Joseph R. Biden Jr.,DEM,51.0
2055,rv,Online,Donald Trump,REP,39.0
2055,rv,Online,Elizabeth Warren,DEM,50.0
2055,rv,Online,Donald Trump,REP,41.0
2055,rv,Online,Bernard Sanders,DEM,52.0
2055,rv,Online,Donald Trump,REP,40.0
2055,rv,Online,Pete Buttigieg,DEM,45.0
2055,rv,Online,Donald Trump,REP,40.0
2055,rv,Online,Kamala D. Harris,DEM,46.0
2055,rv,Online,Donald Trump,REP,40.0
1000,rv,Live Phone/Online,Joseph R. Biden Jr.,DEM,44.0
1000,rv,Live Phone/Online,Donald Trump,REP,45.0
1000,rv,Live Phone/Online,Elizabeth Warren,DEM,41.0
1000,rv,Live Phone/Online,Donald Trump,REP,46.0
1092,rv,IVR/Online,Joseph R. Biden Jr.,DEM,49.3
1092,rv,IVR/Online,Donald Trump,REP,50.7
1092,rv,IVR/Online,Bernard Sanders,DEM,50.5
1092,rv,IVR/Online,Donald Trump,REP,49.5
1092,rv,IVR/Online,Elizabeth Warren,DEM,49.8
1092,rv,IVR/Online,Donald Trump,REP,50.2
1092,rv,IVR/Online,Pete Buttigieg,DEM,47.8
1092,rv,IVR/Online,Donald Trump,REP,52.2
1303,lv,Online,Joseph R. Biden Jr.,DEM,47.0
1303,lv,Online,Donald Trump,REP,43.0
1303,lv,Online,Elizabeth Warren,DEM,46.0
1303,lv,Online,Donald Trump,REP,45.0
1303,lv,Online,Bernard Sanders,DEM,47.0
1303,lv,Online,Donald Trump,REP,44.0
1303,lv,Online,Pete Buttigieg,DEM,41.0
1303,lv,Online,Donald Trump,REP,45.0
1303,lv,Online,Kamala D. Harris,DEM,43.0
1303,lv,Online,Donald Trump,REP,46.0
