sample_size,population_full,methodology,end_date,Approve,Disapprove
5033,rv,Online,11/30/2018,48.0,52.0
1990,rv,Online,11/30/2018,44.0,52.6
2433,a,Online,11/30/2018,42.8,51.8
15822,a,Online,11/30/2018,43.0,52.0
1000,a,Online,11/29/2018,39.0,55.0
827,rv,Online,11/29/2018,43.0,55.0
1500,lv,IVR/Online,11/29/2018,47.0,51.0
3308,a,Online,11/29/2018,45.0,54.0
2848,rv,Online,11/29/2018,45.0,54.0
3000,rv,Online,11/29/2018,49.0,51.0
1904,rv,Online,11/29/2018,44.7,51.7
2319,a,Online,11/29/2018,43.3,51.1
1407,rv,Online,11/28/2018,46.0,54.0
1000,a,Online,11/28/2018,43.0,48.0
893,rv,Online,11/28/2018,43.0,53.0
1500,lv,IVR/Online,11/28/2018,47.0,51.0
3000,rv,Online,11/28/2018,48.0,52.0
1893,rv,Online,11/28/2018,44.6,51.5
2289,a,Online,11/28/2018,43.3,51.0
1031,rv,Online,11/27/2018,48.0,52.0
1500,lv,IVR/Online,11/27/2018,48.0,50.0
1000,a,Online,11/27/2018,40.0,54.0
896,rv,Online,11/27/2018,43.0,56.0
1500,a,Online,11/27/2018,40.0,52.0
1293,rv,Online,11/27/2018,45.0,53.0
1000,a,Live Phone,11/27/2018,43.0,45.0
828,lv,Live Phone,11/27/2018,44.0,47.0
3000,rv,Online,11/27/2018,47.0,53.0
1766,rv,Online,11/27/2018,45.7,50.3
2109,a,Online,11/27/2018,43.8,50.8
1000,a,Online,11/26/2018,39.0,53.0
779,rv,Online,11/26/2018,44.0,55.0
1500,lv,IVR/Online,11/26/2018,49.0,49.0
3000,rv,Online,11/26/2018,47.0,53.0
1915,rv,Online,11/26/2018,47.5,48.9
2281,a,Online,11/26/2018,45.3,49.6
1000,a,Online,11/25/2018,43.0,49.0
818,rv,Online,11/25/2018,45.0,53.0
1923,rv,Online,11/25/2018,47.0,50.0
2272,a,Online,11/25/2018,44.7,50.7
1500,a,Live Phone,11/25/2018,38.0,60.0
1000,a,Online,11/24/2018,41.0,52.0
822,rv,Online,11/24/2018,43.0,54.0
1846,rv,Online,11/24/2018,46.7,50.4
2189,a,Online,11/24/2018,43.8,51.6
3000,rv,Online,11/23/2018,48.0,52.0
1000,a,Online,11/23/2018,42.0,52.0
802,rv,Online,11/23/2018,45.0,53.0
5011,rv,Online,11/23/2018,47.0,53.0
1834,rv,Online,11/23/2018,46.3,49.9
2162,a,Online,11/23/2018,43.7,50.8
3000,rv,Online,11/22/2018,47.0,53.0
1000,a,Online,11/22/2018,41.0,53.0
879,rv,Online,11/22/2018,45.0,54.0
1822,rv,Online,11/22/2018,47.0,49.5
2155,a,Online,11/22/2018,44.5,50.4
3000,rv,Online,11/21/2018,46.0,54.0
1000,a,Online,11/21/2018,40.0,52.0
859,rv,Online,11/21/2018,45.0,53.0
1842,rv,Online,11/21/2018,46.5,50.1
2197,a,Online,11/21/2018,43.7,51.0
1500,lv,IVR/Online,11/20/2018,51.0,48.0
1500,a,Online,11/20/2018,40.0,49.0
1328,rv,Online,11/20/2018,45.0,53.0
1000,a,Online,11/20/2018,40.0,53.0
832,rv,Online,11/20/2018,44.0,54.0
1100,a,Live Phone,11/20/2018,42.0,55.0
1002,rv,Live Phone,11/20/2018,42.0,55.0
3000,rv,Online,11/20/2018,46.0,54.0
2051,a,Online,11/20/2018,43.5,51.3
1706,rv,Online,11/20/2018,45.8,51.2
2201,a,Online,11/19/2018,44.0,51.0
1000,a,Online,11/19/2018,42.0,51.0
826,rv,Online,11/19/2018,43.0,55.0
1500,lv,IVR/Online,11/19/2018,50.0,49.0
3000,rv,Online,11/19/2018,48.0,52.0
1046,rv,Live Phone,11/19/2018,41.0,54.0
1201,a,Live Phone,11/19/2018,37.0,58.0
1886,rv,Online,11/19/2018,46.4,50.6
2272,a,Online,11/19/2018,44.1,50.8
1000,a,Online,11/18/2018,42.0,51.0
801,rv,Online,11/18/2018,43.0,55.0
1103,a,Live Phone,11/18/2018,39.0,55.0
1957,rv,Online,11/18/2018,45.0,51.0
2200,a,Online,11/18/2018,43.0,51.0
1500,lv,IVR/Online,11/18/2018,50.0,49.0
1500,a,Live Phone,11/18/2018,43.0,53.0
1805,rv,Online,11/18/2018,46.1,51.0
2182,a,Online,11/18/2018,43.7,50.9
1000,a,Online,11/17/2018,42.0,50.0
845,rv,Online,11/17/2018,46.0,52.0
1789,rv,Online,11/17/2018,45.9,51.4
2145,a,Online,11/17/2018,44.0,51.0
1000,a,Online,11/16/2018,41.0,52.0
818,rv,Online,11/16/2018,44.0,54.0
3000,rv,Online,11/16/2018,48.0,52.0
5044,rv,Online,11/16/2018,47.0,53.0
1800,rv,Online,11/16/2018,45.3,52.1
2173,a,Online,11/16/2018,43.3,51.6
1500,lv,IVR/Online,11/15/2018,49.0,50.0
2798,a,Online,11/15/2018,43.0,55.0
2525,rv,Online,11/15/2018,43.0,55.0
3222,a,Online,11/15/2018,44.0,54.0
2863,rv,Online,11/15/2018,45.0,55.0
3000,rv,Online,11/15/2018,48.0,52.0
1824,rv,Online,11/15/2018,45.3,52.4
2196,a,Online,11/15/2018,42.9,52.4
7467,a,Online,11/15/2018,44.0,53.0
1000,a,Online,11/14/2018,41.0,52.0
900,rv,Online,11/14/2018,43.0,55.0
1040,rv,Online,11/14/2018,47.0,53.0
1500,lv,IVR/Online,11/14/2018,48.0,50.0
3000,rv,Online,11/14/2018,47.0,53.0
1830,rv,Online,11/14/2018,45.0,53.2
2178,a,Online,11/14/2018,43.0,53.0
1000,a,Online,11/13/2018,41.0,54.0
839,rv,Online,11/13/2018,46.0,52.0
1500,lv,IVR/Online,11/13/2018,46.0,52.0
1500,a,Online,11/13/2018,41.0,51.0
1284,rv,Online,11/13/2018,45.0,54.0
1000,a,Online,11/13/2018,41.0,51.0
813,rv,Online,11/13/2018,44.0,54.0
3622,a,Online,11/13/2018,43.0,55.0
3147,rv,Online,11/13/2018,44.0,55.0
3000,rv,Online,11/13/2018,48.0,52.0
1891,a,Online,11/13/2018,41.5,54.3
1595,rv,Online,11/13/2018,43.1,55.0
9451,a,Online,11/13/2018,41.0,58.0
1000,a,Online,11/12/2018,43.0,51.0
889,rv,Online,11/12/2018,44.0,54.0
802,a,Live Phone,11/12/2018,43.0,49.0
716,rv,Live Phone,11/12/2018,44.0,49.0
1500,lv,IVR/Online,11/12/2018,46.0,52.0
677,a,Live Phone,11/12/2018,42.0,56.0
619,rv,Live Phone,11/12/2018,42.0,56.0
1269,rv,Online,11/12/2018,42.0,55.0
3000,rv,Online,11/12/2018,49.0,51.0
1785,rv,Online,11/12/2018,42.7,55.0
2131,a,Online,11/12/2018,41.3,54.3
1000,a,Online,11/11/2018,40.0,53.0
745,rv,Online,11/11/2018,43.0,56.0
2201,a,Online,11/11/2018,43.0,51.0
2201,a,Online,11/11/2018,44.0,50.0
1500,lv,IVR/Online,11/11/2018,46.0,52.0
2201,a,Online,11/11/2018,43.0,51.0
1500,a,Live Phone,11/11/2018,38.0,56.0
1861,rv,Online,11/11/2018,43.6,53.8
2218,a,Online,11/11/2018,42.1,53.5
359,lv,Online,11/11/2018,49.0,49.0
9380,a,Online,11/11/2018,46.0,52.0
1000,a,Online,11/10/2018,42.0,52.0
800,rv,Online,11/10/2018,44.0,54.0
1883,rv,Online,11/10/2018,43.3,53.6
2244,a,Online,11/10/2018,41.8,53.1
537,lv,Online,11/10/2018,45.9,51.9
1952,rv,Online,11/9/2018,45.0,50.0
3000,rv,Online,11/9/2018,49.0,51.0
1893,rv,Online,11/9/2018,44.8,52.3
2242,a,Online,11/9/2018,43.0,52.0
716,lv,Online,11/9/2018,45.7,52.1
1000,a,Online,11/8/2018,43.0,51.0
887,rv,Online,11/8/2018,45.0,52.0
1000,a,Online,11/8/2018,44.0,50.0
896,rv,Online,11/8/2018,45.0,55.0
1024,lv,Online,11/8/2018,46.0,52.0
1500,lv,IVR/Online,11/8/2018,48.0,50.0
3000,rv,Online,11/8/2018,47.0,53.0
1000,a,Online,11/8/2018,40.0,54.0
848,rv,Online,11/8/2018,45.0,54.0
1881,rv,Online,11/8/2018,43.8,52.9
2226,a,Online,11/8/2018,42.0,52.0
896,lv,Online,11/8/2018,46.3,51.9
2202,a,Online,11/7/2018,44.0,52.0
1058,lv,Online,11/7/2018,47.0,50.0
1500,lv,IVR/Online,11/7/2018,48.0,50.0
3000,rv,Online,11/7/2018,45.0,55.0
1250,rv,Live Phone,11/7/2018,44.0,51.0
1124,lv,Live Phone,11/7/2018,45.0,51.0
14021,a,Online,11/7/2018,45.0,53.0
12438,rv,Online,11/7/2018,46.0,53.0
1871,rv,Online,11/7/2018,43.8,52.5
2221,a,Online,11/7/2018,42.3,51.4
1097,lv,Online,11/7/2018,46.4,52.0
1000,lv,Live Phone,11/6/2018,48.0,49.0
1500,lv,IVR/Online,11/6/2018,48.0,50.0
1500,a,Online,11/6/2018,40.0,49.0
1290,rv,Online,11/6/2018,45.0,52.0
3005,rv,Online,11/6/2018,45.0,55.0
1000,a,Online,11/6/2018,42.0,49.0
843,rv,Online,11/6/2018,46.0,53.0
2020,a,Online,11/6/2018,43.0,51.1
1722,rv,Online,11/6/2018,44.7,52.1
1201,lv,Online,11/6/2018,47.7,51.2
1000,a,Online,11/5/2018,41.0,53.0
837,rv,Online,11/5/2018,45.0,53.0
1500,lv,IVR/Online,11/5/2018,48.0,50.0
1895,rv,Online,11/5/2018,44.8,52.2
2216,a,Online,11/5/2018,43.2,51.1
1326,lv,Online,11/5/2018,47.8,51.1
1000,a,Online,11/4/2018,41.0,52.0
847,rv,Online,11/4/2018,44.0,55.0
1963,rv,Online,11/4/2018,46.0,51.0
1500,lv,IVR/Online,11/4/2018,50.0,49.0
1500,a,Live Phone,11/4/2018,40.0,54.0
2108,rv,Online,11/4/2018,44.0,52.9
2490,a,Online,11/4/2018,41.9,52.4
1441,lv,Online,11/4/2018,46.2,52.4
1000,a,Online,11/3/2018,41.0,51.0
842,rv,Online,11/3/2018,45.0,54.0
1000,rv,Live Phone,11/3/2018,46.0,52.0
774,lv,Live Phone,11/3/2018,46.0,52.0
1518,a,Live Phone,11/3/2018,39.0,55.0
1151,lv,Live Phone,11/3/2018,41.0,57.0
2201,a,Online,11/3/2018,43.0,51.0
2143,rv,Online,11/3/2018,45.0,51.9
2555,a,Online,11/3/2018,42.2,52.0
1462,lv,Online,11/3/2018,46.6,52.1
900,a,Live Phone,11/3/2018,40.0,53.0
1961,rv,Online,11/2/2018,45.0,51.0
3700,a,Online,11/2/2018,45.0,54.0
3305,rv,Online,11/2/2018,45.0,54.0
5000,rv,Online,11/2/2018,46.0,54.0
3167,lv,Online,11/2/2018,46.0,54.0
3861,lv,Online,11/2/2018,48.0,52.0
2131,rv,Online,11/2/2018,44.8,51.7
2552,a,Online,11/2/2018,42.0,51.8
1461,lv,Online,11/2/2018,47.3,51.6
1000,a,Online,11/1/2018,41.0,49.0
837,rv,Online,11/1/2018,45.0,52.0
1500,lv,IVR/Online,11/1/2018,51.0,47.0
2323,a,Online,11/1/2018,46.0,52.0
2070,rv,Online,11/1/2018,48.0,51.0
1255,a,Live Phone,11/1/2018,40.0,53.0
1041,rv,Live Phone,11/1/2018,44.0,52.0
2140,rv,Online,11/1/2018,45.2,51.7
2571,a,Online,11/1/2018,42.7,51.8
1457,lv,Online,11/1/2018,46.6,52.3
1000,a,Online,10/31/2018,43.0,49.0
851,rv,Online,10/31/2018,47.0,51.0
1000,rv,Online,10/31/2018,45.0,55.0
1000,a,Online,10/31/2018,42.0,53.0
870,rv,Online,10/31/2018,44.0,54.0
1500,lv,IVR/Online,10/31/2018,49.0,50.0
17797,a,Online,10/31/2018,44.0,54.0
15988,rv,Online,10/31/2018,45.0,54.0
2149,rv,Online,10/31/2018,44.7,52.1
2589,a,Online,10/31/2018,42.2,52.2
1445,lv,Online,10/31/2018,45.7,53.2
1500,lv,IVR/Online,10/30/2018,49.0,50.0
1500,a,Online,10/30/2018,40.0,52.0
1296,rv,Online,10/30/2018,44.0,52.0
2543,rv,Online,10/30/2018,43.0,54.0
1976,rv,Online,10/30/2018,44.0,52.5
1296,lv,Online,10/30/2018,44.2,54.7
2421,a,Online,10/30/2018,40.9,53.2
1000,a,Online,10/29/2018,39.0,57.0
824,rv,Online,10/29/2018,44.0,54.0
924,a,Live Phone,10/29/2018,41.0,51.0
822,rv,Live Phone,10/29/2018,41.0,52.0
509,lv,Live Phone,10/29/2018,41.0,53.0
1000,a,Online,10/29/2018,40.0,53.0
820,rv,Online,10/29/2018,46.0,52.0
1500,lv,IVR/Online,10/29/2018,48.0,51.0
2108,rv,Online,10/29/2018,43.6,53.0
2581,a,Online,10/29/2018,41.1,53.3
1375,lv,Online,10/29/2018,44.4,54.7
1000,a,Online,10/28/2018,41.0,51.0
818,rv,Online,10/28/2018,46.0,51.0
1835,rv,,10/28/2018,44.0,56.0
1947,rv,Online,10/28/2018,43.0,52.0
1500,lv,IVR/Online,10/28/2018,50.0,49.0
1500,a,Live Phone,10/28/2018,40.0,54.0
2212,rv,Online,10/28/2018,44.5,52.1
2673,a,Online,10/28/2018,42.6,52.2
1481,lv,Online,10/28/2018,45.9,53.4
2350,lv,,10/27/2018,41.0,57.0
2605,rv,Online,10/27/2018,45.5,51.2
3153,a,Online,10/27/2018,43.2,51.3
1734,lv,Online,10/27/2018,46.6,52.2
1000,a,Online,10/26/2018,41.0,52.0
809,rv,Online,10/26/2018,44.0,54.0
2201,a,Online,10/26/2018,42.0,52.0
2949,a,Online,10/26/2018,43.0,55.0
2603,rv,Online,10/26/2018,45.0,54.0
5002,rv,Online,10/26/2018,47.0,53.0
3099,lv,Online,10/26/2018,46.0,54.0
3811,lv,Online,10/26/2018,49.0,51.0
2761,rv,Online,10/26/2018,45.2,51.6
3323,a,Online,10/26/2018,42.9,51.8
1864,lv,Online,10/26/2018,45.8,52.7
1000,a,Online,10/25/2018,41.0,51.0
831,rv,Online,10/25/2018,45.0,54.0
1500,lv,IVR/Online,10/25/2018,48.0,51.0
2886,rv,Online,10/25/2018,44.0,52.3
3562,a,Online,10/25/2018,41.1,52.5
1943,lv,Online,10/25/2018,46.0,52.2
2321,rv,Online,10/25/2018,43.0,53.0
1000,a,Online,10/24/2018,41.0,53.0
849,rv,Online,10/24/2018,45.0,54.0
1500,lv,IVR/Online,10/24/2018,47.0,51.0
3913,a,Online,10/24/2018,47.0,52.0
3467,rv,Online,10/24/2018,48.0,52.0
7479,a,Online,10/24/2018,46.0,52.0
6619,rv,Online,10/24/2018,47.0,52.0
3105,rv,Online,10/24/2018,44.0,52.2
3840,a,Online,10/24/2018,40.7,52.9
2095,lv,Online,10/24/2018,46.1,52.0
1000,a,Online,10/23/2018,41.0,50.0
820,rv,Online,10/23/2018,47.0,50.0
1500,lv,IVR/Online,10/23/2018,46.0,52.0
1500,a,Online,10/23/2018,42.0,50.0
1233,rv,Online,10/23/2018,45.0,52.0
935,a,Live Phone,10/23/2018,39.0,53.0
738,rv,Live Phone,10/23/2018,41.0,53.0
2021,lv,Online,10/23/2018,46.5,51.6
3686,a,Online,10/23/2018,41.0,52.4
2988,rv,Online,10/23/2018,44.5,51.6
1000,a,Online,10/22/2018,41.0,51.0
848,rv,Online,10/22/2018,45.0,53.0
1500,lv,IVR/Online,10/22/2018,48.0,51.0
1000,lv,Live Phone,10/22/2018,43.0,54.4
1000,lv,Online,10/22/2018,48.0,50.0
2112,lv,Online,10/22/2018,46.8,51.4
3859,a,Online,10/22/2018,41.3,52.4
3128,rv,Online,10/22/2018,44.8,51.6
1000,a,Online,10/21/2018,41.0,52.0
866,rv,Online,10/21/2018,44.0,53.0
1000,a,Online,10/21/2018,42.0,49.0
837,rv,Online,10/21/2018,46.0,51.0
1500,lv,IVR/Online,10/21/2018,47.0,52.0
1500,a,Live Phone,10/21/2018,44.0,50.0
1878,lv,Online,10/21/2018,46.7,51.3
3496,a,Online,10/21/2018,41.1,52.2
2813,rv,Online,10/21/2018,44.4,51.7
1000,a,Online,10/20/2018,40.0,54.0
833,rv,Online,10/20/2018,43.0,54.0
1100,a,,10/20/2018,42.0,55.0
1002,rv,,10/20/2018,42.0,55.0
1586,lv,Online,10/20/2018,45.8,52.4
2990,a,Online,10/20/2018,40.4,53.2
2391,rv,Online,10/20/2018,43.3,52.9
1968,rv,Online,10/19/2018,45.0,51.0
2201,a,Online,10/19/2018,44.0,51.0
1000,a,Online,10/19/2018,39.0,51.0
864,rv,Online,10/19/2018,45.0,53.0
2177,a,Online,10/19/2018,47.0,51.0
1895,rv,Online,10/19/2018,49.0,50.0
5000,rv,Online,10/19/2018,47.0,53.0
2991,lv,Online,10/19/2018,47.0,53.0
3729,lv,Online,10/19/2018,48.0,52.0
1432,lv,Online,10/19/2018,45.6,52.8
2818,a,Online,10/19/2018,39.7,53.5
2220,rv,Online,10/19/2018,42.7,53.5
1301,rv,Online,10/19/2018,39.0,55.0
1486,a,Online,10/19/2018,36.0,56.0
1500,lv,IVR/Online,10/18/2018,47.0,52.0
2080,rv,Online,10/18/2018,44.4,52.6
1348,lv,Online,10/18/2018,45.2,53.6
2564,a,Online,10/18/2018,42.1,52.4
1000,rv,Online,10/17/2018,46.0,54.0
1000,a,Online,10/17/2018,43.0,51.0
843,rv,Online,10/17/2018,46.0,52.0
1500,lv,IVR/Online,10/17/2018,47.0,52.0
848,lv,Online,10/17/2018,47.0,52.0
1108,a,Live Phone,10/17/2018,39.0,53.0
975,rv,Live Phone,10/17/2018,42.0,53.0
900,rv,,10/17/2018,47.0,49.0
645,lv,,10/17/2018,45.0,52.0
8207,a,Online,10/17/2018,45.0,52.0
7054,rv,Online,10/17/2018,48.0,51.0
1831,rv,Online,10/17/2018,45.6,51.3
1170,lv,Online,10/17/2018,46.3,52.5
2257,a,Online,10/17/2018,43.7,50.6
1167,a,Online,10/17/2018,42.2,49.5
1000,a,Online,10/16/2018,41.0,51.0
846,rv,Online,10/16/2018,44.0,54.0
1500,a,Online,10/16/2018,41.0,48.0
1273,rv,Online,10/16/2018,45.0,52.0
1500,lv,IVR/Online,10/16/2018,49.0,50.0
1007,rv,Live Phone,10/16/2018,47.0,51.0
841,lv,Live Phone,10/16/2018,47.0,52.0
2052,a,Online,10/16/2018,42.1,51.9
1682,rv,Online,10/16/2018,44.2,52.7
1092,lv,Online,10/16/2018,44.6,54.0
1000,a,Online,10/15/2018,40.0,51.0
830,rv,Online,10/15/2018,45.0,53.0
1000,a,Online,10/15/2018,39.0,54.0
774,rv,Online,10/15/2018,43.0,54.0
1500,lv,IVR/Online,10/15/2018,51.0,48.0
1866,rv,Online,10/15/2018,44.0,51.0
1824,rv,Online,10/15/2018,45.2,51.6
2221,a,Online,10/15/2018,42.6,51.3
1194,lv,Online,10/15/2018,44.5,54.0
1000,a,Online,10/14/2018,41.0,54.0
781,rv,Online,10/14/2018,44.0,54.0
1959,rv,Online,10/14/2018,43.0,52.0
1152,a,,10/14/2018,40.0,59.0
2201,a,Online,10/14/2018,44.0,50.0
1500,lv,IVR/Online,10/14/2018,51.0,49.0
1500,a,Live Phone,10/14/2018,44.0,51.0
1832,rv,Online,10/14/2018,45.8,51.6
2240,a,Online,10/14/2018,42.9,51.0
1216,lv,Online,10/14/2018,44.5,54.1
1000,a,Online,10/13/2018,40.0,51.0
853,rv,Online,10/13/2018,42.0,55.0
2072,rv,Online,10/13/2018,44.7,52.6
2529,a,Online,10/13/2018,42.5,51.7
1385,lv,Online,10/13/2018,44.0,54.3
5001,rv,Online,10/12/2018,46.0,54.0
2954,lv,Online,10/12/2018,45.0,55.0
3724,lv,Online,10/12/2018,47.0,53.0
2635,rv,Online,10/12/2018,43.9,53.6
3171,a,Online,10/12/2018,42.0,52.7
1797,lv,Online,10/12/2018,43.2,55.3
1000,a,Online,10/11/2018,41.0,50.0
777,rv,Online,10/11/2018,45.0,52.0
1000,a,Online,10/11/2018,41.0,51.0
760,rv,Online,10/11/2018,45.0,52.0
1500,lv,IVR/Online,10/11/2018,49.0,50.0
1144,a,Live Phone,10/11/2018,41.0,54.0
991,rv,Live Phone,10/11/2018,43.0,53.0
3016,rv,Online,10/11/2018,42.8,54.3
3629,a,Online,10/11/2018,40.7,53.7
2074,lv,Online,10/11/2018,43.1,55.0
1500,lv,IVR/Online,10/10/2018,49.0,50.0
1000,a,Online,10/10/2018,41.0,52.0
799,rv,Online,10/10/2018,44.0,54.0
10474,a,Online,10/10/2018,47.0,51.0
9341,rv,Online,10/10/2018,48.0,51.0
3031,rv,Online,10/10/2018,42.6,54.6
3646,a,Online,10/10/2018,40.7,54.1
2076,lv,Online,10/10/2018,43.0,55.3
1500,lv,IVR/Online,10/9/2018,49.0,49.0
1500,a,Online,10/9/2018,40.0,50.0
1162,rv,Online,10/9/2018,43.0,53.0
2867,rv,Online,10/9/2018,40.8,56.0
3542,a,Online,10/9/2018,38.5,54.9
1925,lv,Online,10/9/2018,41.6,56.6
1000,a,Online,10/8/2018,38.0,54.0
852,rv,Online,10/8/2018,44.0,53.0
1500,lv,IVR/Online,10/8/2018,51.0,47.0
2201,a,Online,10/8/2018,43.0,52.0
3014,rv,Online,10/8/2018,40.9,55.9
3720,a,Online,10/8/2018,38.8,54.6
2022,lv,Online,10/8/2018,41.7,56.6
2189,rv,Online,10/7/2018,41.0,56.0
1000,a,Online,10/7/2018,42.0,53.0
843,rv,Online,10/7/2018,44.0,53.0
1009,a,Live Phone,10/7/2018,41.0,52.0
920,rv,Live Phone,10/7/2018,43.0,52.0
800,rv,,10/7/2018,41.0,49.0
1500,lv,IVR/Online,10/7/2018,51.0,47.0
1500,a,Live Phone,10/7/2018,43.0,53.0
3030,rv,Online,10/7/2018,40.4,56.5
3732,a,Online,10/7/2018,38.4,55.2
2032,lv,Online,10/7/2018,41.4,57.1
9532,a,Online,10/7/2018,48.0,50.0
10683,a,Online,10/7/2018,38.0,61.0
1000,a,Online,10/6/2018,40.0,53.0
833,rv,Online,10/6/2018,44.0,54.0
1000,a,Online,10/6/2018,41.0,52.0
779,rv,Online,10/6/2018,42.0,55.0
2944,rv,Online,10/6/2018,40.6,55.9
3629,a,Online,10/6/2018,37.8,55.1
1993,lv,Online,10/6/2018,41.6,56.8
3544,a,Online,10/5/2018,37.7,55.3
2860,rv,Online,10/5/2018,40.8,55.7
1956,lv,Online,10/5/2018,42.4,56.0
6805,rv,Online,10/5/2018,49.0,51.0
5076,lv,Online,10/5/2018,50.0,50.0
4022,lv,Online,10/5/2018,48.0,52.0
1714,a,Online,10/4/2018,47.0,51.0
1511,rv,Online,10/4/2018,48.0,51.0
1000,a,Online,10/4/2018,40.0,50.0
820,rv,Online,10/4/2018,44.0,54.0
1500,lv,IVR/Online,10/4/2018,51.0,48.0
1000,rv,IVR/Online,10/4/2018,42.7,50.1
3386,a,Online,10/4/2018,38.1,55.2
2715,rv,Online,10/4/2018,40.9,55.9
1832,lv,Online,10/4/2018,41.7,56.9
1000,a,Online,10/3/2018,42.0,49.0
848,rv,Online,10/3/2018,46.0,51.0
1500,lv,IVR/Online,10/3/2018,50.0,49.0
12953,a,Online,10/3/2018,47.0,51.0
11443,rv,Online,10/3/2018,49.0,50.0
905,a,Live Phone,10/3/2018,40.0,54.0
3394,a,Online,10/3/2018,38.3,54.9
2731,rv,Online,10/3/2018,41.4,55.2
1845,lv,Online,10/3/2018,42.1,56.6
1000,rv,Online,10/2/2018,45.0,55.0
1000,a,Online,10/2/2018,41.0,52.0
861,rv,Online,10/2/2018,45.0,53.0
1500,lv,IVR/Online,10/2/2018,49.0,50.0
1500,a,Online,10/2/2018,37.0,52.0
1227,rv,Online,10/2/2018,44.0,53.0
1000,rv,Live Phone,10/2/2018,43.0,50.0
2566,rv,Online,10/2/2018,42.4,54.0
3316,a,Online,10/2/2018,39.9,54.2
1840,lv,Online,10/2/2018,43.3,55.1
1201,a,Live Phone,10/2/2018,40.0,54.0
1183,a,Live Phone,10/1/2018,41.0,53.0
996,rv,Live Phone,10/1/2018,43.0,53.0
1000,a,Online,10/1/2018,39.0,52.0
880,rv,Online,10/1/2018,44.0,55.0
1500,lv,IVR/Online,10/1/2018,48.0,50.0
2192,a,Online,10/1/2018,43.0,51.0
3269,rv,Online,10/1/2018,43.1,53.7
4057,a,Online,10/1/2018,40.3,53.8
2144,lv,Online,10/1/2018,43.2,55.0
2509,a,Live Phone/Online,10/1/2018,41.0,58.0
1000,a,Online,9/30/2018,38.0,54.0
840,rv,Online,9/30/2018,40.0,56.0
1330,rv,Online,9/30/2018,45.0,55.0
2139,a,Online,9/30/2018,44.0,52.0
2291,a,Online,9/30/2018,46.0,52.0
2012,rv,Online,9/30/2018,48.0,51.0
1111,rv,Live Phone,9/30/2018,41.0,53.0
1500,lv,IVR/Online,9/30/2018,48.0,50.0
1500,a,Live Phone,9/30/2018,42.0,53.0
3226,rv,Online,9/30/2018,43.6,53.1
4030,a,Online,9/30/2018,40.7,53.5
2087,lv,Online,9/30/2018,43.7,54.4
1000,a,Online,9/29/2018,42.0,51.0
868,rv,Online,9/29/2018,42.0,54.0
993,rv,Online,9/29/2018,43.0,53.0
3068,rv,Online,9/29/2018,43.6,53.4
3822,a,Online,9/29/2018,40.9,53.4
1979,lv,Online,9/29/2018,43.7,54.6
2607,a,Online,9/28/2018,39.0,49.0
2121,rv,Online,9/28/2018,44.0,53.0
5021,rv,Online,9/28/2018,47.0,53.0
3735,lv,Online,9/28/2018,47.0,53.0
2941,lv,Online,9/28/2018,46.0,54.0
2585,rv,Online,9/28/2018,44.7,51.9
3241,a,Online,9/28/2018,41.7,52.3
1603,lv,Online,9/28/2018,44.2,53.5
1000,a,Online,9/27/2018,42.0,50.0
868,rv,Online,9/27/2018,44.0,52.0
1228,rv,Online,9/27/2018,46.0,54.0
1500,lv,IVR/Online,9/27/2018,47.0,51.0
2347,rv,Online,9/27/2018,45.2,51.2
2963,a,Online,9/27/2018,42.0,51.6
1420,lv,Online,9/27/2018,44.8,52.9
1000,a,Online,9/26/2018,44.0,50.0
851,rv,Online,9/26/2018,45.0,52.0
1500,lv,IVR/Online,9/26/2018,47.0,52.0
10792,a,Online,9/26/2018,44.0,54.0
9447,rv,Online,9/26/2018,46.0,54.0
2320,rv,Online,9/26/2018,44.8,51.6
2938,a,Online,9/26/2018,41.6,51.9
1390,lv,Online,9/26/2018,44.9,52.7
1000,a,Online,9/25/2018,41.0,51.0
859,rv,Online,9/25/2018,44.0,52.0
1500,lv,IVR/Online,9/25/2018,47.0,51.0
1500,a,Online,9/25/2018,40.0,50.0
1238,rv,Online,9/25/2018,44.0,53.0
1157,lv,Online,9/25/2018,44.0,54.0
1883,rv,Online,9/25/2018,43.9,53.0
2363,a,Online,9/25/2018,41.1,53.0
1000,a,Online,9/24/2018,40.0,53.0
844,rv,Online,9/24/2018,44.0,55.0
997,a,Live Phone,9/24/2018,42.0,49.0
802,rv,Live Phone,9/24/2018,44.0,49.0
1500,lv,IVR/Online,9/24/2018,47.0,50.0
2201,a,Online,9/24/2018,40.0,54.0
2204,a,Online,9/24/2018,42.1,52.2
1108,lv,Online,9/24/2018,45.5,52.5
1779,rv,Online,9/24/2018,45.1,51.8
1754,a,Live Phone,9/24/2018,38.0,55.0
1000,lv,Online,9/24/2018,46.0,52.0
2513,lv,,9/24/2018,39.0,57.0
1000,a,Online,9/23/2018,37.0,53.0
859,rv,Online,9/23/2018,42.0,55.0
2200,a,Online,9/23/2018,39.0,54.0
1966,rv,Online,9/23/2018,40.0,55.0
1500,lv,IVR/Online,9/23/2018,49.0,50.0
1500,a,Live Phone,9/23/2018,40.0,56.0
2218,a,Online,9/23/2018,41.6,52.8
1168,lv,Online,9/23/2018,45.6,52.8
1824,rv,Online,9/23/2018,44.9,52.3
1000,rv,,9/23/2018,41.0,55.0
